Seed, tf, trc, s
28813, 108, 34, 1
28814, 98, 44, 1
28815, 104, 44, 1
28816, 96, 44, 1
28817, 94, 32, 1
28818, 92, 38, 1
28819, 98, 38, 1
28820, 90, 42, 1
28821, 90, 44, 1
28822, 96, 26, 1
28823, 90, 44, 1
28824, 102, 36, 1
28825, 86, 44, 1
28826, 94, 34, 1
28827, 114, 46, 1
28828, 98, 32, 1
28829, 112, 52, 1
28830, 90, 26, 1
28831, 100, 38, 1
28832, 96, 34, 1
28833, 98, 46, 1
28834, 94, 34, 1
28835, 98, 32, 1
28836, 96, 34, 1
28837, 104, 40, 1
28838, 92, 40, 1
28839, 94, 38, 1
28840, 100, 46, 1
28841, 96, 42, 1
28842, 94, 26, 1
28843, 92, 40, 1
28844, 88, 52, 1
28845, 96, 42, 1
28846, 94, 36, 1
28847, 100, 34, 1
28848, 96, 28, 1
28849, 102, 38, 1
28850, 94, 30, 1
28851, 116, 50, 1
28852, 100, 44, 1
28853, 90, 34, 1
28854, 90, 38, 1
28855, 94, 40, 1
28856, 92, 42, 1
28857, 90, 38, 1
28858, 96, 36, 1
28859, 106, 44, 1
28860, 90, 38, 1
28861, 94, 34, 1
28862, 112, 50, 1
28863, 92, 38, 1
28864, 98, 48, 1
28865, 94, 30, 1
28866, 92, 24, 1
28867, 80, 26, 1
28868, 106, 42, 1
28869, 86, 28, 1
28870, 88, 36, 1
28871, 94, 36, 1
28872, 102, 40, 1
28873, 90, 38, 1
28874, 98, 36, 1
28875, 104, 44, 1
28876, 84, 28, 1
28877, 102, 36, 1
28878, 82, 30, 1
28879, 84, 32, 1
28880, 96, 32, 1
28881, 92, 28, 1
28882, 102, 46, 1
28883, 106, 44, 1
28884, 102, 50, 1
28885, 98, 38, 1
28886, 88, 28, 1
28887, 86, 34, 1
28888, 102, 44, 1
28889, 96, 40, 1
28890, 94, 38, 1
28891, 98, 42, 1
28892, 94, 34, 1
28893, 104, 34, 1
28894, 92, 40, 1
28895, 94, 32, 1
28896, 100, 42, 1
28897, 100, 34, 1
28898, 90, 34, 1
28899, 104, 38, 1
28900, 88, 38, 1
28901, 94, 42, 1
28902, 94, 38, 1
28903, 94, 36, 1
28904, 84, 32, 1
28905, 88, 30, 1
28906, 104, 42, 1
28907, 94, 38, 1
28908, 88, 30, 1
28909, 104, 42, 1
28910, 96, 38, 1
28911, 98, 42, 1
28912, 84, 32, 1
28913, 92, 42, 1
28914, 110, 38, 1
28915, 96, 40, 1
28916, 90, 34, 1
28917, 94, 36, 1
28918, 88, 34, 1
28919, 96, 36, 1
28920, 102, 42, 1
28921, 104, 40, 1
28922, 88, 40, 1
28923, 94, 46, 1
28924, 94, 32, 1
28925, 88, 34, 1
28926, 96, 36, 1
28927, 106, 42, 1
28928, 98, 44, 1
28929, 96, 42, 1
28930, 90, 36, 1
28931, 100, 50, 1
28932, 88, 34, 1
28933, 118, 50, 1
28934, 98, 38, 1
28935, 104, 38, 1
28936, 96, 44, 1
28937, 92, 36, 1
28938, 96, 54, 1
28939, 86, 34, 1
28940, 86, 36, 1
28941, 108, 36, 1
28942, 108, 38, 1
28943, 104, 44, 1
28944, 100, 44, 1
28945, 98, 58, 1
28946, 86, 38, 1
28947, 86, 26, 1
28948, 98, 34, 1
28949, 96, 36, 1
28950, 100, 50, 1
28951, 84, 36, 1
28952, 92, 44, 1
28953, 86, 46, 1
28954, 94, 34, 1
28955, 90, 34, 1
28956, 88, 26, 1
28957, 86, 40, 1
28958, 86, 40, 1
28959, 102, 40, 1
28960, 84, 40, 1
28961, 102, 36, 1
28962, 94, 44, 1
28963, 92, 38, 1
28964, 102, 38, 1
28965, 106, 46, 1
28966, 94, 46, 1
28967, 92, 36, 1
28968, 82, 40, 1
28969, 92, 40, 1
28970, 98, 34, 1
28971, 94, 30, 1
28972, 92, 30, 1
28973, 90, 46, 1
28974, 98, 44, 1
28975, 98, 36, 1
28976, 98, 34, 1
28977, 88, 36, 1
28978, 92, 36, 1
28979, 102, 34, 1
28980, 84, 34, 1
28981, 102, 40, 1
28982, 94, 48, 1
28983, 104, 36, 1
28984, 96, 34, 1
28985, 124, 56, 1
28986, 98, 40, 1
28987, 98, 30, 1
28988, 90, 34, 1
28989, 94, 44, 1
28990, 86, 40, 1
28991, 94, 42, 1
28992, 88, 32, 1
28993, 94, 44, 1
28994, 106, 30, 1
28995, 86, 34, 1
28996, 108, 38, 1
28997, 88, 38, 1
28998, 114, 50, 1
28999, 110, 38, 1
29000, 104, 44, 1
29001, 106, 42, 1
29002, 102, 44, 1
29003, 108, 44, 1
29004, 110, 44, 1
29005, 84, 42, 1
29006, 88, 36, 1
29007, 100, 36, 1
29008, 96, 38, 1
29009, 88, 38, 1
29010, 96, 32, 1
29011, 96, 36, 1
29012, 104, 42, 1
29013, 100, 32, 1
29014, 100, 34, 1
29015, 98, 50, 1
29016, 94, 32, 1
29017, 92, 36, 1
29018, 98, 42, 1
29019, 92, 18, 1
29020, 92, 36, 1
29021, 104, 40, 1
29022, 90, 34, 1
29023, 88, 30, 1
29024, 100, 40, 1
29025, 92, 34, 1
29026, 98, 44, 1
29027, 108, 46, 1
29028, 86, 36, 1
29029, 96, 38, 1
29030, 84, 26, 1
29031, 78, 38, 1
29032, 88, 32, 1
29033, 92, 34, 1
29034, 92, 26, 1
29035, 94, 36, 1
29036, 128, 46, 1
29037, 84, 34, 1
29038, 88, 38, 1
29039, 86, 34, 1
29040, 88, 44, 1
29041, 98, 42, 1
29042, 82, 34, 1
29043, 84, 32, 1
29044, 92, 36, 1
29045, 108, 48, 1
29046, 100, 40, 1
29047, 100, 38, 1
29048, 112, 40, 1
29049, 106, 38, 1
29050, 94, 44, 1
29051, 100, 40, 1
29052, 96, 42, 1
29053, 108, 34, 1
29054, 88, 34, 1
29055, 90, 34, 1
29056, 110, 40, 1
29057, 100, 34, 1
29058, 90, 36, 1
29059, 94, 38, 1
29060, 102, 44, 1
29061, 88, 32, 1
29062, 92, 34, 1
29063, 106, 50, 1
29064, 108, 36, 1
29065, 104, 42, 1
29066, 96, 50, 1
29067, 94, 38, 1
29068, 94, 28, 1
29069, 110, 46, 1
29070, 90, 30, 1
29071, 94, 28, 1
29072, 96, 32, 1
29073, 90, 24, 1
29074, 98, 40, 1
29075, 96, 40, 1
29076, 98, 34, 1
29077, 100, 50, 1
29078, 94, 32, 1
29079, 94, 44, 1
29080, 96, 30, 1
29081, 90, 38, 1
29082, 98, 32, 1
29083, 96, 36, 1
29084, 88, 28, 1
29085, 88, 32, 1
29086, 102, 40, 1
29087, 102, 34, 1
29088, 110, 42, 1
29089, 104, 40, 1
29090, 90, 42, 1
29091, 114, 46, 1
29092, 102, 36, 1
29093, 114, 42, 1
29094, 98, 34, 1
29095, 94, 32, 1
29096, 94, 40, 1
29097, 92, 32, 1
29098, 104, 34, 1
29099, 92, 34, 1
29100, 98, 44, 1
29101, 100, 44, 1
29102, 96, 48, 1
29103, 88, 34, 1
29104, 92, 40, 1
29105, 114, 46, 1
29106, 104, 34, 1
29107, 100, 46, 1
29108, 104, 40, 1
29109, 98, 42, 1
29110, 90, 34, 1
29111, 90, 32, 1
29112, 92, 38, 1
29113, 88, 38, 1
29114, 124, 46, 1
29115, 92, 36, 1
29116, 112, 48, 1
29117, 98, 38, 1
29118, 92, 40, 1
29119, 92, 36, 1
29120, 102, 42, 1
29121, 90, 32, 1
29122, 90, 38, 1
29123, 114, 50, 1
29124, 112, 42, 1
29125, 100, 34, 1
29126, 96, 36, 1
29127, 98, 42, 1
29128, 82, 26, 1
29129, 84, 32, 1
29130, 88, 42, 1
29131, 92, 42, 1
29132, 86, 34, 1
29133, 92, 36, 1
29134, 96, 36, 1
29135, 88, 22, 1
29136, 98, 48, 1
29137, 88, 38, 1
29138, 106, 42, 1
29139, 84, 32, 1
29140, 100, 44, 1
29141, 82, 40, 1
29142, 114, 52, 1
29143, 112, 36, 1
29144, 88, 28, 1
29145, 112, 50, 1
29146, 104, 46, 1
29147, 102, 36, 1
29148, 100, 40, 1
29149, 86, 44, 1
29150, 92, 38, 1
29151, 98, 34, 1
29152, 106, 48, 1
29153, 88, 32, 1
29154, 96, 44, 1
29155, 102, 44, 1
29156, 104, 32, 1
29157, 94, 38, 1
29158, 104, 52, 1
29159, 94, 34, 1
29160, 100, 36, 1
29161, 94, 36, 1
29162, 82, 34, 1
29163, 100, 44, 1
29164, 84, 34, 1
29165, 92, 36, 1
29166, 94, 36, 1
29167, 106, 38, 1
29168, 100, 48, 1
29169, 102, 38, 1
29170, 96, 38, 1
29171, 98, 40, 1
29172, 92, 44, 1
29173, 98, 44, 1
29174, 100, 46, 1
29175, 86, 44, 1
29176, 86, 32, 1
29177, 100, 56, 1
29178, 104, 44, 1
29179, 90, 34, 1
29180, 98, 42, 1
29181, 92, 38, 1
29182, 108, 36, 1
29183, 96, 40, 1
29184, 100, 34, 1
29185, 100, 40, 1
29186, 104, 32, 1
29187, 90, 40, 1
29188, 98, 26, 1
29189, 110, 40, 1
29190, 96, 46, 1
29191, 94, 30, 1
29192, 112, 46, 1
29193, 100, 40, 1
29194, 104, 48, 1
29195, 94, 32, 1
29196, 94, 36, 1
29197, 100, 38, 1
29198, 104, 54, 1
29199, 92, 34, 1
29200, 98, 40, 1
29201, 106, 42, 1
29202, 108, 38, 1
29203, 102, 44, 1
29204, 96, 44, 1
29205, 96, 48, 1
29206, 108, 40, 1
29207, 98, 44, 1
29208, 90, 46, 1
29209, 108, 50, 1
29210, 94, 42, 1
29211, 86, 24, 1
29212, 84, 32, 1
29213, 90, 40, 1
29214, 110, 52, 1
29215, 98, 32, 1
29216, 96, 34, 1
29217, 92, 46, 1
29218, 100, 40, 1
29219, 120, 54, 1
29220, 90, 34, 1
29221, 90, 36, 1
29222, 106, 38, 1
29223, 90, 42, 1
29224, 84, 30, 1
29225, 92, 36, 1
29226, 100, 32, 1
29227, 94, 26, 1
29228, 96, 40, 1
29229, 102, 34, 1
29230, 112, 36, 1
29231, 96, 32, 1
29232, 90, 42, 1
29233, 104, 46, 1
29234, 102, 44, 1
29235, 112, 38, 1
29236, 92, 44, 1
29237, 88, 36, 1
29238, 106, 44, 1
29239, 90, 42, 1
29240, 90, 40, 1
29241, 90, 30, 1
29242, 108, 32, 1
29243, 94, 28, 1
29244, 86, 38, 1
29245, 86, 36, 1
29246, 84, 30, 1
29247, 96, 34, 1
29248, 104, 40, 1
29249, 98, 48, 1
29250, 102, 40, 1
29251, 94, 44, 1
29252, 98, 32, 1
29253, 90, 44, 1
29254, 90, 36, 1
29255, 88, 34, 1
29256, 88, 34, 1
29257, 110, 44, 1
29258, 80, 30, 1
29259, 106, 42, 1
29260, 98, 42, 1
29261, 108, 36, 1
29262, 96, 32, 1
29263, 86, 30, 1
29264, 94, 30, 1
29265, 96, 46, 1
29266, 92, 42, 1
29267, 98, 30, 1
29268, 88, 36, 1
29269, 102, 42, 1
29270, 102, 54, 1
29271, 92, 34, 1
29272, 92, 38, 1
29273, 88, 36, 1
29274, 104, 38, 1
29275, 94, 26, 1
29276, 90, 28, 1
29277, 96, 36, 1
29278, 96, 34, 1
29279, 102, 38, 1
29280, 116, 38, 1
29281, 106, 42, 1
29282, 90, 48, 1
29283, 102, 34, 1
29284, 102, 38, 1
29285, 94, 34, 1
29286, 86, 38, 1
29287, 100, 40, 1
29288, 84, 30, 1
29289, 102, 48, 1
29290, 86, 42, 1
29291, 90, 38, 1
29292, 106, 52, 1
29293, 86, 32, 1
29294, 94, 38, 1
29295, 100, 28, 1
29296, 128, 58, 1
29297, 98, 24, 1
29298, 102, 38, 1
29299, 84, 40, 1
29300, 102, 48, 1
29301, 100, 46, 1
29302, 112, 50, 1
29303, 96, 36, 1
29304, 96, 32, 1
29305, 108, 38, 1
29306, 94, 44, 1
29307, 86, 30, 1
29308, 98, 38, 1
29309, 104, 44, 1
29310, 100, 48, 1
29311, 98, 42, 1
29312, 100, 34, 1
29313, 94, 38, 1
29314, 92, 44, 1
29315, 94, 30, 1
29316, 80, 28, 1
29317, 94, 38, 1
29318, 98, 46, 1
29319, 108, 46, 1
29320, 100, 44, 1
29321, 112, 42, 1
29322, 96, 38, 1
29323, 100, 36, 1
29324, 86, 32, 1
29325, 96, 38, 1
29326, 86, 36, 1
29327, 84, 32, 1
29328, 92, 28, 1
29329, 94, 38, 1
29330, 104, 54, 1
29331, 96, 38, 1
29332, 100, 38, 1
29333, 92, 28, 1
29334, 100, 40, 1
29335, 98, 38, 1
29336, 104, 48, 1
29337, 106, 44, 1
29338, 96, 36, 1
29339, 94, 48, 1
29340, 90, 38, 1
29341, 92, 40, 1
29342, 90, 36, 1
29343, 94, 34, 1
29344, 104, 36, 1
29345, 84, 38, 1
29346, 110, 42, 1
29347, 112, 40, 1
29348, 92, 44, 1
29349, 102, 34, 1
29350, 88, 36, 1
29351, 92, 34, 1
29352, 110, 38, 1
29353, 88, 40, 1
29354, 90, 40, 1
29355, 100, 36, 1
29356, 94, 32, 1
29357, 92, 32, 1
29358, 118, 52, 1
29359, 104, 46, 1
29360, 92, 34, 1
29361, 94, 36, 1
29362, 104, 42, 1
29363, 98, 44, 1
29364, 90, 42, 1
29365, 98, 32, 1
29366, 108, 44, 1
29367, 88, 44, 1
29368, 98, 32, 1
29369, 112, 46, 1
29370, 94, 38, 1
29371, 96, 38, 1
29372, 112, 52, 1
29373, 92, 36, 1
29374, 88, 34, 1
29375, 110, 54, 1
29376, 96, 30, 1
29377, 92, 28, 1
29378, 100, 40, 1
29379, 96, 46, 1
29380, 88, 32, 1
29381, 90, 36, 1
29382, 90, 38, 1
29383, 90, 40, 1
29384, 92, 34, 1
29385, 88, 34, 1
29386, 86, 30, 1
29387, 84, 32, 1
29388, 94, 32, 1
29389, 92, 32, 1
29390, 108, 50, 1
29391, 94, 38, 1
29392, 92, 48, 1
29393, 96, 38, 1
29394, 102, 44, 1
29395, 98, 40, 1
29396, 88, 26, 1
29397, 92, 30, 1
29398, 96, 40, 1
29399, 112, 42, 1
29400, 94, 42, 1
29401, 100, 36, 1
29402, 92, 32, 1
29403, 96, 36, 1
29404, 88, 34, 1
29405, 104, 42, 1
29406, 86, 40, 1
29407, 94, 46, 1
29408, 92, 46, 1
29409, 88, 36, 1
29410, 108, 46, 1
29411, 86, 26, 1
29412, 96, 34, 1
29413, 98, 44, 1
29414, 106, 44, 1
29415, 112, 48, 1
29416, 88, 42, 1
29417, 104, 46, 1
29418, 108, 44, 1
29419, 102, 36, 1
29420, 94, 30, 1
29421, 90, 38, 1
29422, 112, 52, 1
29423, 110, 50, 1
29424, 100, 36, 1
29425, 94, 36, 1
29426, 94, 40, 1
29427, 90, 28, 1
29428, 86, 32, 1
29429, 94, 36, 1
29430, 96, 36, 1
29431, 88, 32, 1
29432, 90, 34, 1
29433, 88, 40, 1
29434, 90, 38, 1
29435, 96, 40, 1
29436, 102, 38, 1
29437, 90, 38, 1
29438, 82, 38, 1
29439, 106, 46, 1
29440, 86, 26, 1
29441, 104, 54, 1
29442, 92, 38, 1
29443, 108, 42, 1
29444, 114, 44, 1
29445, 104, 48, 1
29446, 96, 40, 1
29447, 84, 24, 1
29448, 98, 42, 1
29449, 112, 46, 1
29450, 116, 62, 1
29451, 96, 38, 1
29452, 98, 42, 1
29453, 102, 50, 1
29454, 90, 36, 1
29455, 82, 38, 1
29456, 92, 38, 1
29457, 90, 34, 1
29458, 102, 40, 1
29459, 104, 34, 1
29460, 122, 48, 1
29461, 88, 42, 1
29462, 94, 48, 1
29463, 118, 50, 1
29464, 88, 48, 1
29465, 108, 46, 1
29466, 92, 28, 1
29467, 90, 42, 1
29468, 82, 24, 1
29469, 96, 36, 1
29470, 98, 34, 1
29471, 94, 34, 1
29472, 92, 32, 1
29473, 100, 38, 1
29474, 94, 42, 1
29475, 114, 44, 1
29476, 90, 42, 1
29477, 88, 46, 1
29478, 106, 44, 1
29479, 94, 34, 1
29480, 96, 40, 1
29481, 104, 38, 1
29482, 120, 40, 1
29483, 86, 38, 1
29484, 94, 36, 1
29485, 98, 28, 1
29486, 100, 38, 1
29487, 94, 42, 1
29488, 102, 50, 1
29489, 104, 46, 1
29490, 106, 44, 1
29491, 86, 34, 1
29492, 112, 38, 1
29493, 90, 28, 1
29494, 104, 42, 1
29495, 104, 48, 1
29496, 100, 46, 1
29497, 98, 42, 1
29498, 98, 36, 1
29499, 94, 40, 1
29500, 86, 40, 1
29501, 102, 44, 1
29502, 98, 34, 1
29503, 84, 36, 1
29504, 86, 40, 1
29505, 104, 46, 1
29506, 100, 34, 1
29507, 88, 34, 1
29508, 82, 38, 1
29509, 98, 34, 1
29510, 98, 36, 1
29511, 96, 38, 1
29512, 94, 42, 1
29513, 94, 32, 1
29514, 114, 52, 1
29515, 90, 40, 1
29516, 112, 50, 1
29517, 94, 30, 1
29518, 102, 42, 1
29519, 104, 36, 1
29520, 94, 34, 1
29521, 98, 42, 1
29522, 92, 30, 1
29523, 90, 38, 1
29524, 98, 40, 1
29525, 86, 34, 1
29526, 104, 38, 1
29527, 110, 40, 1
29528, 106, 42, 1
29529, 84, 42, 1
29530, 112, 52, 1
29531, 90, 32, 1
29532, 100, 38, 1
29533, 106, 36, 1
29534, 94, 30, 0
29535, 112, 42, 1
29536, 100, 42, 1
29537, 92, 40, 1
29538, 92, 36, 1
29539, 100, 46, 1
29540, 98, 48, 1
29541, 96, 48, 1
29542, 90, 46, 1
29543, 90, 32, 1
29544, 106, 42, 1
29545, 88, 30, 1
29546, 90, 44, 1
29547, 90, 42, 1
29548, 82, 26, 1
29549, 94, 38, 1
29550, 90, 46, 1
29551, 96, 34, 1
29552, 82, 34, 1
29553, 86, 26, 1
29554, 98, 38, 1
29555, 110, 26, 1
29556, 102, 36, 1
29557, 96, 44, 1
29558, 104, 44, 1
29559, 88, 46, 1
29560, 90, 34, 1
29561, 104, 40, 1
29562, 90, 26, 1
29563, 106, 52, 1
29564, 86, 36, 1
29565, 90, 38, 1
29566, 92, 40, 1
29567, 98, 44, 1
29568, 90, 38, 1
29569, 90, 38, 1
29570, 90, 28, 1
29571, 102, 42, 1
29572, 122, 48, 1
29573, 86, 36, 1
29574, 98, 50, 1
29575, 98, 44, 1
29576, 106, 36, 1
29577, 90, 32, 1
29578, 96, 44, 1
29579, 92, 36, 1
29580, 86, 30, 1
29581, 100, 50, 1
29582, 84, 26, 1
29583, 102, 46, 1
29584, 100, 48, 1
29585, 100, 36, 1
29586, 92, 36, 1
29587, 90, 34, 1
29588, 102, 38, 1
29589, 104, 40, 1
29590, 96, 40, 1
29591, 92, 42, 1
29592, 88, 36, 1
29593, 94, 36, 1
29594, 80, 30, 1
29595, 94, 38, 1
29596, 108, 40, 1
29597, 92, 36, 1
29598, 90, 38, 1
29599, 102, 50, 1
29600, 102, 40, 1
29601, 98, 36, 1
29602, 92, 40, 1
29603, 96, 34, 1
29604, 98, 40, 1
29605, 92, 42, 1
29606, 84, 26, 1
29607, 100, 42, 1
29608, 90, 34, 1
29609, 106, 44, 1
29610, 100, 44, 1
29611, 104, 44, 1
29612, 86, 44, 1
29613, 104, 46, 1
29614, 86, 38, 1
29615, 96, 44, 0
29616, 102, 42, 1
29617, 88, 30, 1
29618, 94, 38, 1
29619, 100, 44, 1
29620, 96, 36, 1
29621, 106, 40, 1
29622, 100, 44, 1
29623, 104, 46, 1
29624, 82, 36, 1
29625, 88, 38, 1
29626, 92, 40, 1
29627, 106, 40, 1
29628, 94, 36, 1
29629, 96, 34, 1
29630, 98, 42, 1
29631, 92, 36, 1
29632, 96, 40, 1
29633, 88, 40, 1
29634, 100, 28, 1
29635, 100, 38, 1
29636, 98, 32, 1
29637, 98, 36, 1
29638, 84, 28, 1
29639, 98, 34, 1
29640, 90, 48, 1
29641, 88, 36, 1
29642, 106, 40, 1
29643, 102, 38, 1
29644, 104, 32, 1
29645, 90, 46, 1
29646, 96, 32, 1
29647, 102, 36, 1
29648, 96, 38, 1
29649, 96, 38, 1
29650, 100, 42, 1
29651, 98, 42, 1
29652, 102, 42, 1
29653, 100, 44, 1
29654, 88, 26, 1
29655, 86, 34, 1
29656, 92, 46, 1
29657, 88, 32, 1
29658, 86, 32, 1
29659, 106, 38, 1
29660, 96, 38, 1
29661, 92, 44, 1
29662, 98, 44, 1
29663, 98, 34, 1
29664, 98, 40, 1
29665, 100, 40, 1
29666, 98, 38, 1
29667, 90, 30, 1
29668, 88, 32, 1
29669, 90, 32, 1
29670, 104, 38, 1
29671, 90, 40, 1
29672, 90, 36, 1
29673, 106, 40, 1
29674, 86, 40, 1
29675, 108, 38, 1
29676, 98, 44, 1
29677, 96, 38, 1
29678, 88, 28, 1
29679, 86, 26, 1
29680, 92, 36, 1
29681, 110, 42, 1
29682, 104, 40, 1
29683, 104, 44, 1
29684, 100, 32, 1
29685, 110, 54, 1
29686, 96, 36, 1
29687, 98, 30, 1
29688, 90, 34, 1
29689, 108, 50, 1
29690, 108, 42, 1
29691, 88, 46, 1
29692, 90, 36, 1
29693, 92, 32, 1
29694, 92, 48, 1
29695, 104, 36, 1
29696, 100, 40, 1
29697, 100, 36, 1
29698, 94, 32, 1
29699, 100, 42, 1
29700, 100, 44, 1
29701, 102, 38, 1
29702, 96, 38, 1
29703, 92, 40, 1
29704, 100, 36, 1
29705, 92, 34, 1
29706, 96, 42, 1
29707, 94, 34, 1
29708, 96, 44, 1
29709, 114, 44, 1
29710, 98, 36, 1
29711, 110, 46, 1
29712, 98, 36, 1
29713, 98, 48, 1
29714, 98, 26, 1
29715, 86, 34, 1
29716, 88, 36, 1
29717, 100, 34, 1
29718, 106, 42, 1
29719, 104, 40, 1
29720, 84, 34, 1
29721, 100, 40, 1
29722, 80, 32, 1
29723, 92, 30, 1
29724, 98, 38, 1
29725, 90, 38, 1
29726, 88, 30, 1
29727, 98, 34, 1
29728, 98, 52, 1
29729, 88, 46, 1
29730, 110, 46, 1
29731, 90, 36, 1
29732, 112, 54, 1
29733, 86, 40, 1
29734, 104, 38, 1
29735, 90, 40, 1
29736, 96, 46, 1
29737, 102, 36, 1
29738, 92, 38, 1
29739, 100, 40, 1
29740, 92, 34, 1
29741, 94, 50, 1
29742, 88, 32, 1
29743, 104, 48, 1
29744, 96, 40, 1
29745, 90, 38, 1
29746, 92, 40, 1
29747, 96, 40, 1
29748, 104, 42, 1
29749, 88, 28, 1
29750, 92, 38, 1
29751, 92, 36, 1
29752, 98, 44, 1
29753, 104, 48, 1
29754, 104, 44, 1
29755, 94, 44, 1
29756, 108, 44, 1
29757, 108, 50, 1
29758, 96, 42, 1
29759, 102, 42, 1
29760, 104, 36, 1
29761, 88, 36, 1
29762, 100, 40, 1
29763, 92, 46, 1
29764, 92, 28, 1
29765, 90, 30, 1
29766, 102, 48, 1
29767, 94, 38, 1
29768, 94, 30, 1
29769, 86, 42, 1
29770, 108, 44, 1
29771, 106, 40, 1
29772, 104, 38, 1
29773, 88, 36, 1
29774, 116, 54, 1
29775, 98, 38, 1
29776, 96, 36, 1
29777, 94, 44, 1
29778, 100, 38, 1
29779, 92, 34, 1
29780, 104, 42, 1
29781, 98, 38, 1
29782, 96, 42, 1
29783, 100, 32, 1
29784, 96, 38, 1
29785, 102, 48, 1
29786, 92, 28, 1
29787, 98, 36, 1
29788, 90, 36, 1
29789, 90, 36, 1
29790, 96, 32, 1
29791, 114, 58, 1
29792, 108, 42, 1
29793, 110, 44, 1
29794, 90, 36, 1
29795, 98, 44, 1
29796, 88, 34, 1
29797, 94, 30, 1
29798, 94, 40, 1
29799, 106, 30, 1
29800, 96, 40, 1
29801, 94, 44, 1
29802, 100, 38, 1
29803, 92, 34, 1
29804, 86, 38, 1
29805, 100, 44, 1
29806, 98, 38, 1
29807, 96, 34, 1
29808, 96, 38, 1
29809, 82, 28, 1
29810, 102, 52, 1
29811, 104, 42, 1
29812, 96, 44, 1
29813, 90, 34, 1
29814, 96, 32, 1
29815, 92, 40, 1
29816, 100, 38, 1
29817, 92, 36, 1
29818, 112, 50, 1
29819, 118, 54, 1
29820, 86, 36, 1
29821, 90, 32, 1
29822, 102, 42, 1
29823, 98, 38, 1
29824, 102, 46, 1
29825, 82, 34, 1
29826, 82, 38, 1
29827, 90, 32, 1
29828, 98, 48, 0
29829, 92, 36, 1
29830, 102, 34, 1
29831, 106, 40, 1
29832, 92, 36, 1
29833, 96, 34, 1
29834, 94, 30, 1
29835, 94, 32, 1
29836, 96, 44, 1
29837, 104, 40, 1
29838, 98, 36, 1
29839, 102, 36, 1
29840, 92, 48, 1
29841, 90, 30, 1
29842, 82, 24, 1
29843, 108, 48, 1
29844, 98, 36, 1
29845, 92, 34, 1
29846, 96, 48, 1
29847, 88, 32, 1
29848, 96, 30, 1
29849, 102, 30, 1
29850, 98, 30, 1
29851, 98, 38, 1
29852, 96, 44, 1
29853, 100, 38, 1
29854, 110, 42, 1
29855, 98, 38, 1
29856, 90, 38, 1
29857, 100, 48, 1
29858, 88, 36, 1
29859, 82, 28, 1
29860, 86, 26, 1
29861, 92, 38, 1
29862, 106, 44, 1
29863, 104, 44, 1
29864, 106, 42, 1
29865, 100, 28, 1
29866, 82, 22, 1
29867, 78, 28, 1
29868, 86, 30, 1
29869, 92, 42, 1
29870, 92, 32, 1
29871, 100, 32, 1
29872, 86, 36, 1
29873, 104, 42, 1
29874, 96, 36, 1
29875, 88, 36, 1
29876, 106, 42, 1
29877, 90, 34, 1
29878, 90, 26, 1
29879, 90, 28, 1
29880, 84, 26, 1
29881, 92, 34, 1
29882, 100, 44, 1
29883, 90, 32, 1
29884, 94, 34, 1
29885, 102, 46, 1
29886, 92, 38, 1
29887, 94, 50, 1
29888, 90, 36, 1
29889, 84, 36, 1
29890, 92, 34, 1
29891, 118, 46, 1
29892, 86, 30, 1
29893, 98, 46, 1
29894, 96, 30, 1
29895, 90, 40, 1
29896, 96, 40, 1
29897, 108, 40, 1
29898, 96, 38, 1
29899, 110, 38, 1
29900, 90, 40, 1
29901, 102, 44, 1
29902, 102, 44, 1
29903, 94, 36, 1
29904, 90, 36, 1
29905, 100, 40, 1
29906, 100, 40, 1
29907, 94, 32, 1
29908, 108, 40, 1
29909, 104, 40, 1
29910, 88, 48, 1
29911, 86, 40, 1
29912, 90, 32, 1
29913, 96, 34, 1
29914, 84, 26, 1
29915, 100, 40, 1
29916, 96, 36, 1
29917, 94, 44, 1
29918, 96, 40, 1
29919, 98, 36, 1
29920, 94, 36, 1
29921, 90, 40, 1
29922, 92, 38, 1
29923, 116, 46, 1
29924, 94, 36, 1
29925, 102, 44, 1
29926, 100, 36, 1
29927, 110, 42, 1
29928, 96, 34, 1
29929, 92, 28, 1
29930, 90, 42, 1
29931, 92, 32, 1
29932, 88, 32, 1
29933, 100, 44, 1
29934, 96, 38, 1
29935, 106, 42, 1
29936, 96, 40, 1
29937, 104, 40, 1
29938, 84, 32, 1
29939, 108, 44, 1
29940, 92, 38, 1
29941, 96, 42, 1
29942, 98, 46, 1
29943, 88, 26, 1
29944, 90, 32, 1
29945, 96, 46, 1
29946, 88, 30, 1
29947, 88, 40, 1
29948, 104, 46, 1
29949, 98, 36, 1
29950, 104, 40, 1
29951, 90, 34, 1
29952, 88, 30, 1
29953, 102, 34, 1
29954, 106, 40, 1
29955, 94, 38, 1
29956, 100, 42, 1
29957, 102, 40, 1
29958, 94, 32, 1
29959, 96, 38, 1
29960, 106, 40, 1
29961, 92, 42, 1
29962, 90, 34, 1
29963, 94, 44, 1
29964, 86, 46, 1
29965, 92, 36, 1
29966, 88, 34, 1
29967, 104, 48, 1
29968, 92, 30, 1
29969, 102, 52, 1
29970, 100, 40, 1
29971, 102, 36, 1
29972, 98, 48, 1
29973, 96, 32, 1
29974, 96, 42, 1
29975, 90, 30, 1
29976, 104, 38, 1
29977, 104, 40, 1
